# Archi curati manualmente da apply_curation_1..34.py (parole A-G)
# soggetto	relazione	oggetto	confidenza
accorto	OPPOSITE_OF	distratto	0.90
accorto	OPPOSITE_OF	sprovveduto	0.95
accorto	SIMILAR_TO	prudente	0.95
accorto	SIMILAR_TO	saggio	0.85
accostare	CAUSES	contatto	0.80
accostare	CAUSES	vicinanza	0.95
accostare	IS_A	azione	0.95
accostare	OPPOSITE_OF	allontanare	0.95
accostare	OPPOSITE_OF	distanziare	0.90
accostare	SIMILAR_TO	avvicinare	0.95
accreditare	CAUSES	denaro	0.85
accreditare	CAUSES	fiducia	0.95
accreditare	IS_A	azione	0.95
accreditare	OPPOSITE_OF	addebitare	0.95
accreditare	OPPOSITE_OF	screditare	0.95
accreditare	SIMILAR_TO	riconoscere	0.90
accreditare	SIMILAR_TO	versare	0.85
accrescere	CAUSES	aumento	0.95
accrescere	CAUSES	crescita	0.95
accrescere	IS_A	azione	0.95
accrescere	OPPOSITE_OF	diminuire	0.95
accrescere	OPPOSITE_OF	ridurre	0.95
accrescere	SIMILAR_TO	aumentare	0.95
accrescere	SIMILAR_TO	ingrandire	0.90
accudire	CAUSES	benessere	0.90
accudire	CAUSES	cura	0.95
accudire	IS_A	azione	0.95
accudire	OPPOSITE_OF	abbandonare	0.95
accudire	OPPOSITE_OF	trascurare	0.95
accudire	SIMILAR_TO	assistere	0.90
accudire	SIMILAR_TO	curare	0.95
accumulare	CAUSES	peso	0.85
accumulare	CAUSES	riserva	0.95
accumulare	IS_A	azione	0.95
accumulare	OPPOSITE_OF	consumare	0.90
accumulare	OPPOSITE_OF	disperdere	0.95
accumulare	OPPOSITE_OF	svuotare	0.85
accumulare	SIMILAR_TO	ammucchiare	0.85
accumulare	SIMILAR_TO	raccogliere	0.90
accuratezza	CAUSES	precisione	0.95
accuratezza	CAUSES	verità	0.90
accuratezza	IS_A	qualità	0.95
accuratezza	OPPOSITE_OF	approssimazione	0.95
accuratezza	OPPOSITE_OF	errore	0.90
accuratezza	SIMILAR_TO	precisione	0.95
accusa	CAUSES	colpa	0.85
accusa	CAUSES	conflitto	0.90
accusa	IS_A	comunicazione	0.95
accusa	OPPOSITE_OF	difesa	0.95
accusa	OPPOSITE_OF	perdono	0.90
accusa	SIMILAR_TO	critica	0.85
accusare	CAUSES	accusa	0.95
accusare	IS_A	azione	0.95
accusare	OPPOSITE_OF	difendere	0.95
accusare	OPPOSITE_OF	scusare	0.90
accusare	SIMILAR_TO	incolpare	0.95
aceto	CAUSES	sapore	0.95
aceto	IS_A	alimento	0.85
aceto	IS_A	liquido	0.95
aceto	SIMILAR_TO	acido	0.90
acido	CAUSES	corrosione	0.90
acido	CAUSES	fastidio	0.80
acido	IS_A	sapore	0.95
acido	IS_A	sostanza	0.90
acido	OPPOSITE_OF	basico	0.95
acido	OPPOSITE_OF	dolce	0.90
acido	SIMILAR_TO	aspro	0.95
acqua	CAUSES	pulizia	0.90
acqua	CAUSES	vita	0.95
acqua	IS_A	elemento	0.95
acqua	IS_A	liquido	0.95
acqua	OPPOSITE_OF	fuoco	0.85
acqua	SIMILAR_TO	mare	0.80
acquario	CAUSES	osservazione	0.90
acquario	IS_A	ambiente	0.85
acquario	IS_A	contenitore	0.95
acquario	SIMILAR_TO	vasca	0.90
acquazzone	CAUSES	acqua	0.95
acquazzone	CAUSES	freddo	0.80
acquazzone	IS_A	evento	0.90
acquazzone	IS_A	pioggia	0.95
acquazzone	OPPOSITE_OF	siccità	0.90
acquazzone	SIMILAR_TO	temporale	0.95
acquedotto	CAUSES	trasporto	0.95
acquedotto	IS_A	rete	0.90
acquedotto	IS_A	struttura	0.95
acquedotto	SIMILAR_TO	tubazione	0.90
acquisire	CAUSES	conoscenza	0.90
acquisire	CAUSES	possesso	0.95
acquisire	IS_A	azione	0.95
acquisire	OPPOSITE_OF	cedere	0.90
acquisire	OPPOSITE_OF	perdere	0.95
acquisire	SIMILAR_TO	imparare	0.85
acquisire	SIMILAR_TO	ottenere	0.95
acquistare	CAUSES	acquisto	0.95
acquistare	CAUSES	possesso	0.90
acquistare	IS_A	azione	0.95
acquistare	OPPOSITE_OF	vendere	0.95
acquistare	SIMILAR_TO	comprare	0.95
acquisto	CAUSES	possesso	0.95
acquisto	IS_A	scambio	0.95
acquisto	OPPOSITE_OF	vendita	0.95
acquisto	SIMILAR_TO	spesa	0.90
acuto	CAUSES	dolore	0.85
acuto	CAUSES	suono	0.85
acuto	IS_A	qualità	0.95
acuto	OPPOSITE_OF	grave	0.90
acuto	OPPOSITE_OF	ottuso	0.95
acuto	SIMILAR_TO	appuntito	0.95
acuto	SIMILAR_TO	intenso	0.85
adagiare	CAUSES	contatto	0.85
adagiare	CAUSES	riposo	0.90
adagiare	IS_A	azione	0.95
adagiare	OPPOSITE_OF	scagliare	0.90
adagiare	OPPOSITE_OF	sollevare	0.95
adagiare	SIMILAR_TO	appoggiare	0.95
adagiare	SIMILAR_TO	posare	0.90
adattamento	CAUSES	armonia	0.85
adattamento	CAUSES	sopravvivenza	0.90
adattamento	IS_A	processo	0.95
adattamento	OPPOSITE_OF	rifiuto	0.85
adattamento	OPPOSITE_OF	rigidità	0.95
adattamento	SIMILAR_TO	modifica	0.90
adattare	CAUSES	adattamento	0.95
adattare	CAUSES	funzionamento	0.90
adattare	IS_A	azione	0.95
adattare	OPPOSITE_OF	forzare	0.90
adattare	SIMILAR_TO	modificare	0.95
adattare	SIMILAR_TO	regolare	0.90
addebitare	CAUSES	addebito	0.95
addebitare	CAUSES	debito	0.90
addebitare	IS_A	azione	0.95
addebitare	OPPOSITE_OF	accreditare	0.95
addebitare	SIMILAR_TO	imputare	0.85
addebito	CAUSES	debito	0.90
addebito	IS_A	costo	0.95
addebito	OPPOSITE_OF	accredito	0.95
addebito	SIMILAR_TO	spesa	0.85
addensare	CAUSES	concentrazione	0.95
addensare	CAUSES	densità	0.90
addensare	IS_A	azione	0.95
addensare	OPPOSITE_OF	diradare	0.95
addensare	OPPOSITE_OF	disperdere	0.90
addensare	SIMILAR_TO	concentrare	0.95
addentare	CAUSES	morso	0.95
addentare	CAUSES	rottura	0.80
addentare	IS_A	azione	0.95
addentare	SIMILAR_TO	mordere	0.95
addestramento	CAUSES	abilità	0.95
addestramento	CAUSES	disciplina	0.90
addestramento	IS_A	processo	0.95
addestramento	SIMILAR_TO	allenamento	0.95
addestramento	SIMILAR_TO	insegnamento	0.85
addestrare	CAUSES	abilità	0.90
addestrare	CAUSES	addestramento	0.95
addestrare	IS_A	azione	0.95
addestrare	OPPOSITE_OF	abbandonare	0.85
addestrare	SIMILAR_TO	allenare	0.95
addestrare	SIMILAR_TO	insegnare	0.90
addio	CAUSES	separazione	0.95
addio	CAUSES	tristezza	0.85
addio	IS_A	saluto	0.95
addio	OPPOSITE_OF	benvenuto	0.95
addio	OPPOSITE_OF	ritorno	0.90
addio	SIMILAR_TO	commiato	0.95
additare	CAUSES	attenzione	0.90
additare	IS_A	azione	0.95
additare	SIMILAR_TO	indicare	0.95
additare	SIMILAR_TO	mostrare	0.85
addizionare	CAUSES	addizione	0.95
addizionare	CAUSES	aumento	0.95
addizionare	IS_A	azione	0.95
addizionare	OPPOSITE_OF	sottrarre	0.95
addizionare	OPPOSITE_OF	togliere	0.90
addizionare	SIMILAR_TO	aggiungere	0.90
addizionare	SIMILAR_TO	sommare	0.95
addizione	CAUSES	somma	0.95
addizione	IS_A	operazione	0.95
addizione	OPPOSITE_OF	sottrazione	0.95
addizione	SIMILAR_TO	somma	0.90
addobbare	CAUSES	addobbo	0.95
addobbare	CAUSES	bellezza	0.85
addobbare	IS_A	azione	0.95
addobbare	OPPOSITE_OF	spogliare	0.90
addobbare	SIMILAR_TO	decorare	0.95
addobbare	SIMILAR_TO	ornare	0.95
addobbo	CAUSES	bellezza	0.85
addobbo	IS_A	oggetto	0.95
addobbo	SIMILAR_TO	decorazione	0.95
addobbo	SIMILAR_TO	ornamento	0.90
addolcire	CAUSES	dolcezza	0.95
addolcire	CAUSES	piacere	0.85
addolcire	IS_A	azione	0.95
addolcire	OPPOSITE_OF	amareggiare	0.95
addolcire	OPPOSITE_OF	indurire	0.90
addolcire	SIMILAR_TO	calmare	0.85
addolcire	SIMILAR_TO	mitigare	0.90
addolorare	CAUSES	dolore	0.95
addolorare	CAUSES	tristezza	0.90
addolorare	IS_A	azione	0.95
addolorare	OPPOSITE_OF	consolare	0.90
addolorare	OPPOSITE_OF	rallegrare	0.95
addolorare	SIMILAR_TO	ferire	0.85
addolorare	SIMILAR_TO	rattristare	0.95
addome	CAUSES	digestione	0.85
addome	IS_A	parte	0.95
addome	SIMILAR_TO	pancia	0.95
addome	SIMILAR_TO	ventre	0.90
addomesticare	CAUSES	controllo	0.90
addomesticare	CAUSES	ubbidienza	0.85
addomesticare	IS_A	azione	0.95
addomesticare	OPPOSITE_OF	inselvatichire	0.95
addomesticare	SIMILAR_TO	addestrare	0.85
addomesticare	SIMILAR_TO	domare	0.95
addormentare	CAUSES	riposo	0.90
addormentare	CAUSES	sonno	0.95
addormentare	IS_A	azione	0.95
addormentare	OPPOSITE_OF	destare	0.90
addormentare	OPPOSITE_OF	svegliare	0.95
addormentare	SIMILAR_TO	sopire	0.90
addossare	CAUSES	colpa	0.85
addossare	CAUSES	peso	0.90
addossare	IS_A	azione	0.95
addossare	OPPOSITE_OF	scagionare	0.85
addossare	OPPOSITE_OF	togliere	0.90
addossare	SIMILAR_TO	appoggiare	0.90
addossare	SIMILAR_TO	incolpare	0.85
adeguare	CAUSES	adeguatezza	0.95
adeguare	CAUSES	equilibrio	0.85
adeguare	IS_A	azione	0.95
adeguare	OPPOSITE_OF	stravolgere	0.90
adeguare	SIMILAR_TO	adattare	0.95
adeguare	SIMILAR_TO	conformare	0.90
adeguatezza	CAUSES	accettazione	0.90
adeguatezza	IS_A	qualità	0.95
adeguatezza	OPPOSITE_OF	eccesso	0.85
adeguatezza	OPPOSITE_OF	inadeguatezza	0.95
adeguatezza	SIMILAR_TO	idoneità	0.95
adempiere	CAUSES	compimento	0.95
adempiere	CAUSES	liberazione	0.85
adempiere	IS_A	azione	0.95
adempiere	OPPOSITE_OF	inadempiere	0.95
adempiere	OPPOSITE_OF	trascurare	0.90
adempiere	SIMILAR_TO	compiere	0.90
adempiere	SIMILAR_TO	eseguire	0.95
aderire	CAUSES	adesione	0.95
aderire	CAUSES	contatto	0.90
aderire	IS_A	azione	0.95
aderire	OPPOSITE_OF	rifiutare	0.90
aderire	OPPOSITE_OF	staccare	0.95
aderire	SIMILAR_TO	attaccare	0.95
aderire	SIMILAR_TO	partecipare	0.85
adesione	CAUSES	appartenenza	0.90
adesione	IS_A	partecipazione	0.95
adesione	OPPOSITE_OF	abbandono	0.90
adesione	OPPOSITE_OF	rifiuto	0.95
adesione	SIMILAR_TO	consenso	0.90
adesso	CAUSES	presenza	0.90
adesso	IS_A	tempo	0.95
adesso	OPPOSITE_OF	dopo	0.95
adesso	OPPOSITE_OF	prima	0.95
adesso	SIMILAR_TO	ora	0.95
adesso	SIMILAR_TO	presente	0.90
adiacente	CAUSES	vicinanza	0.95
adiacente	IS_A	posizione	0.95
adiacente	OPPOSITE_OF	distante	0.90
adiacente	OPPOSITE_OF	lontano	0.95
adiacente	SIMILAR_TO	confinante	0.90
adiacente	SIMILAR_TO	vicino	0.95
adibire	CAUSES	funzione	0.95
adibire	IS_A	azione	0.95
adibire	SIMILAR_TO	assegnare	0.90
adibire	SIMILAR_TO	destinare	0.95
adirare	CAUSES	conflitto	0.85
adirare	CAUSES	rabbia	0.95
adirare	IS_A	azione	0.95
adirare	OPPOSITE_OF	calmare	0.95
adirare	OPPOSITE_OF	pacificare	0.90
adirare	SIMILAR_TO	arrabbiare	0.95
adirare	SIMILAR_TO	infuriare	0.90
adolescente	CAUSES	crescita	0.95
adolescente	IS_A	persona	0.95
adolescente	OPPOSITE_OF	adulto	0.90
adolescente	OPPOSITE_OF	bambino	0.90
adolescente	SIMILAR_TO	ragazzo	0.95
adolescenza	CAUSES	cambiamento	0.95
adolescenza	CAUSES	sviluppo	0.90
adolescenza	IS_A	età	0.95
adolescenza	OPPOSITE_OF	infanzia	0.90
adolescenza	OPPOSITE_OF	maturità	0.90
adolescenza	SIMILAR_TO	giovinezza	0.95
adombrare	CAUSES	ombra	0.95
adombrare	CAUSES	oscurità	0.85
adombrare	IS_A	azione	0.95
adombrare	OPPOSITE_OF	illuminare	0.95
adombrare	OPPOSITE_OF	schiarire	0.90
adombrare	SIMILAR_TO	oscurare	0.95
adoperare	CAUSES	utilizzo	0.95
adoperare	IS_A	azione	0.95
adoperare	OPPOSITE_OF	sprecare	0.85
adoperare	SIMILAR_TO	usare	0.95
adoperare	SIMILAR_TO	utilizzare	0.95
adorare	CAUSES	adorazione	0.95
adorare	CAUSES	amore	0.90
adorare	IS_A	azione	0.95
adorare	OPPOSITE_OF	disprezzare	0.95
adorare	OPPOSITE_OF	odiare	0.95
adorare	SIMILAR_TO	amare	0.90
adorare	SIMILAR_TO	venerare	0.95
adorazione	CAUSES	devozione	0.95
adorazione	IS_A	sentimento	0.95
adorazione	OPPOSITE_OF	disprezzo	0.95
adorazione	OPPOSITE_OF	odio	0.95
adorazione	SIMILAR_TO	venerazione	0.95
adornare	CAUSES	bellezza	0.95
adornare	IS_A	azione	0.95
adornare	OPPOSITE_OF	imbruttire	0.90
adornare	OPPOSITE_OF	spogliare	0.95
adornare	SIMILAR_TO	abbellire	0.95
adornare	SIMILAR_TO	decorare	0.95
adottare	CAUSES	adozione	0.95
adottare	CAUSES	responsabilità	0.95
adottare	IS_A	azione	0.95
adottare	OPPOSITE_OF	abbandonare	0.95
adottare	OPPOSITE_OF	rifiutare	0.90
adottare	SIMILAR_TO	accogliere	0.90
adottare	SIMILAR_TO	scegliere	0.85
adozione	CAUSES	famiglia	0.90
adozione	IS_A	legame	0.95
adozione	OPPOSITE_OF	abbandono	0.95
adozione	SIMILAR_TO	accoglienza	0.90
adulto	CAUSES	responsabilità	0.95
adulto	IS_A	persona	0.95
adulto	OPPOSITE_OF	adolescente	0.90
adulto	OPPOSITE_OF	bambino	0.95
aereo	CAUSES	viaggio	0.95
aereo	IS_A	trasporto	0.95
aereo	IS_A	veicolo	0.95
aereo	SIMILAR_TO	aeroplano	0.95
aeroporto	CAUSES	arrivo	0.90
aeroporto	CAUSES	partenza	0.90
aeroporto	IS_A	infrastruttura	0.95
aeroporto	IS_A	luogo	0.95
aeroporto	SIMILAR_TO	stazione	0.85
affabile	CAUSES	simpatia	0.90
affabile	IS_A	qualità	0.95
affabile	OPPOSITE_OF	scontroso	0.95
affabile	OPPOSITE_OF	scortese	0.90
affabile	SIMILAR_TO	cordiale	0.95
affacciare	CAUSES	visione	0.90
affacciare	IS_A	azione	0.95
affacciare	OPPOSITE_OF	nascondere	0.90
affacciare	SIMILAR_TO	mostrare	0.85
affamare	CAUSES	fame	0.95
affamare	CAUSES	sofferenza	0.90
affamare	IS_A	azione	0.95
affamare	OPPOSITE_OF	nutrire	0.95
affamare	OPPOSITE_OF	sfamare	0.95
affamare	SIMILAR_TO	denutrire	0.90
affanno	CAUSES	ansia	0.85
affanno	CAUSES	stanchezza	0.90
affanno	IS_A	sensazione	0.95
affanno	OPPOSITE_OF	calma	0.95
affanno	OPPOSITE_OF	riposo	0.90
affanno	SIMILAR_TO	fatica	0.95
affare	CAUSES	guadagno	0.85
affare	IS_A	accordo	0.90
affare	IS_A	scambio	0.95
affare	SIMILAR_TO	negozio	0.90
affascinare	CAUSES	attrazione	0.95
affascinare	CAUSES	interesse	0.90
affascinare	IS_A	azione	0.95
affascinare	OPPOSITE_OF	annoiare	0.90
affascinare	OPPOSITE_OF	disgustare	0.95
affascinare	SIMILAR_TO	ammaliare	0.95
affascinare	SIMILAR_TO	incantare	0.95
affaticare	CAUSES	affanno	0.90
affaticare	CAUSES	stanchezza	0.95
affaticare	IS_A	azione	0.95
affaticare	OPPOSITE_OF	rilassare	0.90
affaticare	OPPOSITE_OF	riposare	0.95
affaticare	SIMILAR_TO	stancare	0.95
affermare	CAUSES	affermazione	0.95
affermare	CAUSES	verità	0.90
affermare	IS_A	azione	0.95
affermare	OPPOSITE_OF	negare	0.95
affermare	OPPOSITE_OF	smentire	0.90
affermare	SIMILAR_TO	dichiarare	0.95
affermare	SIMILAR_TO	sostenere	0.90
affermazione	CAUSES	conoscenza	0.85
affermazione	IS_A	comunicazione	0.95
affermazione	OPPOSITE_OF	dubbio	0.90
affermazione	OPPOSITE_OF	negazione	0.95
affermazione	SIMILAR_TO	dichiarazione	0.95
afferrare	CAUSES	possesso	0.85
afferrare	CAUSES	presa	0.95
afferrare	IS_A	azione	0.95
afferrare	OPPOSITE_OF	lasciare	0.95
afferrare	OPPOSITE_OF	mollare	0.95
afferrare	SIMILAR_TO	prendere	0.95
afferrare	SIMILAR_TO	stringere	0.90
affettare	CAUSES	divisione	0.95
affettare	CAUSES	fetta	0.95
affettare	IS_A	azione	0.95
affettare	OPPOSITE_OF	unire	0.85
affettare	SIMILAR_TO	tagliare	0.95
affetto	CAUSES	cura	0.90
affetto	CAUSES	vicinanza	0.90
affetto	IS_A	sentimento	0.95
affetto	OPPOSITE_OF	indifferenza	0.90
affetto	OPPOSITE_OF	odio	0.95
affetto	SIMILAR_TO	amore	0.90
affetto	SIMILAR_TO	bene	0.85
affettuoso	CAUSES	affetto	0.95
affettuoso	IS_A	qualità	0.95
affettuoso	OPPOSITE_OF	distaccato	0.90
affettuoso	OPPOSITE_OF	freddo	0.95
affettuoso	SIMILAR_TO	amorevole	0.95
affettuoso	SIMILAR_TO	dolce	0.90
affezionare	CAUSES	affetto	0.95
affezionare	CAUSES	legame	0.90
affezionare	IS_A	azione	0.95
affezionare	OPPOSITE_OF	allontanare	0.90
affezionare	OPPOSITE_OF	distaccare	0.95
affezionare	SIMILAR_TO	legare	0.95
affiancare	CAUSES	aiuto	0.85
affiancare	CAUSES	vicinanza	0.95
affiancare	IS_A	azione	0.95
affiancare	OPPOSITE_OF	allontanare	0.90
affiancare	OPPOSITE_OF	separare	0.95
affiancare	SIMILAR_TO	accostare	0.95
affiancare	SIMILAR_TO	sostenere	0.80
affiatare	CAUSES	accordo	0.95
affiatare	CAUSES	armonia	0.90
affiatare	IS_A	azione	0.95
affiatare	OPPOSITE_OF	dividere	0.90
affiatare	OPPOSITE_OF	scontrare	0.85
affiatare	SIMILAR_TO	accordare	0.95
affiatare	SIMILAR_TO	unire	0.90
affidabile	CAUSES	fiducia	0.95
affidabile	CAUSES	sicurezza	0.90
affidabile	IS_A	qualità	0.95
affidabile	OPPOSITE_OF	inaffidabile	0.95
affidabile	OPPOSITE_OF	incostante	0.90
affidabile	SIMILAR_TO	fedele	0.90
affidabile	SIMILAR_TO	sicuro	0.95
affidare	CAUSES	cura	0.90
affidare	CAUSES	responsabilità	0.95
affidare	IS_A	azione	0.95
affidare	OPPOSITE_OF	sottrarre	0.90
affidare	OPPOSITE_OF	togliere	0.90
affidare	SIMILAR_TO	consegnare	0.95
affidare	SIMILAR_TO	incaricare	0.90
affievolire	CAUSES	debolezza	0.95
affievolire	CAUSES	diminuzione	0.90
affievolire	IS_A	azione	0.95
affievolire	OPPOSITE_OF	intensificare	0.90
affievolire	OPPOSITE_OF	rafforzare	0.95
affievolire	SIMILAR_TO	attenuare	0.90
affievolire	SIMILAR_TO	indebolire	0.95
affiggere	CAUSES	esposizione	0.95
affiggere	CAUSES	fissaggio	0.90
affiggere	IS_A	azione	0.95
affiggere	OPPOSITE_OF	rimuovere	0.90
affiggere	OPPOSITE_OF	staccare	0.95
affiggere	SIMILAR_TO	appendere	0.95
affiggere	SIMILAR_TO	attaccare	0.90
affilare	CAUSES	punta	0.85
affilare	CAUSES	taglio	0.95
affilare	IS_A	azione	0.95
affilare	OPPOSITE_OF	smussare	0.95
affilare	SIMILAR_TO	acuminare	0.90
affilare	SIMILAR_TO	arrotare	0.95
affiliare	CAUSES	appartenenza	0.95
affiliare	CAUSES	legame	0.90
affiliare	IS_A	azione	0.95
affiliare	OPPOSITE_OF	espellere	0.95
affiliare	OPPOSITE_OF	separare	0.90
affiliare	SIMILAR_TO	associare	0.95
affiliare	SIMILAR_TO	unire	0.90
affinare	CAUSES	perfezione	0.90
affinare	CAUSES	purezza	0.85
affinare	IS_A	azione	0.95
affinare	OPPOSITE_OF	grezzo	0.90
affinare	OPPOSITE_OF	peggiorare	0.95
affinare	SIMILAR_TO	migliorare	0.90
affinare	SIMILAR_TO	perfezionare	0.95
affine	CAUSES	somiglianza	0.95
affine	IS_A	qualità	0.95
affine	OPPOSITE_OF	diverso	0.95
affine	OPPOSITE_OF	estraneo	0.90
affine	SIMILAR_TO	analogo	0.90
affine	SIMILAR_TO	simile	0.95
affiorare	CAUSES	emersione	0.90
affiorare	CAUSES	visibilità	0.95
affiorare	IS_A	azione	0.95
affiorare	OPPOSITE_OF	immergere	0.90
affiorare	OPPOSITE_OF	sprofondare	0.95
affiorare	SIMILAR_TO	apparire	0.90
affiorare	SIMILAR_TO	emergere	0.95
affittare	CAUSES	guadagno	0.85
affittare	CAUSES	uso	0.95
affittare	IS_A	azione	0.95
affittare	OPPOSITE_OF	comprare	0.90
affittare	OPPOSITE_OF	vendere	0.90
affittare	SIMILAR_TO	locare	0.95
affittare	SIMILAR_TO	noleggiare	0.95
affliggere	CAUSES	dolore	0.95
affliggere	CAUSES	tristezza	0.95
affliggere	IS_A	azione	0.95
affliggere	OPPOSITE_OF	allietare	0.95
affliggere	OPPOSITE_OF	rallegrare	0.90
affliggere	SIMILAR_TO	addolorare	0.95
affliggere	SIMILAR_TO	tormentare	0.90
affluire	CAUSES	arrivo	0.95
affluire	CAUSES	aumento	0.85
affluire	IS_A	azione	0.95
affluire	OPPOSITE_OF	allontanarsi	0.90
affluire	OPPOSITE_OF	defluire	0.95
affluire	SIMILAR_TO	confluire	0.95
affluire	SIMILAR_TO	scorrere	0.90
affogare	CAUSES	morte	0.95
affogare	CAUSES	soffocamento	0.95
affogare	IS_A	azione	0.95
affogare	OPPOSITE_OF	respirare	0.95
affogare	OPPOSITE_OF	salvare	0.90
affogare	SIMILAR_TO	annegare	0.95
affollare	CAUSES	caos	0.85
affollare	CAUSES	folla	0.95
affollare	IS_A	azione	0.95
affollare	OPPOSITE_OF	sfollare	0.95
affollare	OPPOSITE_OF	svuotare	0.95
affollare	SIMILAR_TO	assembrare	0.90
affollare	SIMILAR_TO	riempire	0.95
affondare	CAUSES	distruzione	0.85
affondare	CAUSES	sommersione	0.95
affondare	IS_A	azione	0.95
affondare	OPPOSITE_OF	emergere	0.90
affondare	OPPOSITE_OF	galleggiare	0.95
affondare	SIMILAR_TO	colare a picco	0.90
affondare	SIMILAR_TO	inabissare	0.95
affossare	CAUSES	danno	0.85
affossare	CAUSES	fossa	0.95
affossare	IS_A	azione	0.95
affossare	OPPOSITE_OF	aiutare	0.85
affossare	OPPOSITE_OF	sollevare	0.95
affossare	SIMILAR_TO	rovinare	0.85
affossare	SIMILAR_TO	scavare	0.90
affrancare	CAUSES	libertà	0.95
affrancare	CAUSES	spedizione	0.85
affrancare	IS_A	azione	0.95
affrancare	OPPOSITE_OF	schiavizzare	0.95
affrancare	OPPOSITE_OF	sottomettere	0.95
affrancare	SIMILAR_TO	emancipare	0.90
affrancare	SIMILAR_TO	liberare	0.95
affresco	CAUSES	bellezza	0.90
affresco	IS_A	opera	0.90
affresco	IS_A	pittura	0.95
affresco	SIMILAR_TO	dipinto	0.95
affrettare	CAUSES	anticipo	0.90
affrettare	CAUSES	velocità	0.95
affrettare	IS_A	azione	0.95
affrettare	OPPOSITE_OF	rallentare	0.95
affrettare	OPPOSITE_OF	ritardare	0.95
affrettare	SIMILAR_TO	accelerare	0.95
affrettare	SIMILAR_TO	sbrigare	0.90
affrontare	CAUSES	scontro	0.85
affrontare	CAUSES	soluzione	0.85
affrontare	IS_A	azione	0.95
affrontare	OPPOSITE_OF	evitare	0.95
affrontare	OPPOSITE_OF	fuggire	0.95
affrontare	SIMILAR_TO	fronteggiare	0.95
affrontare	SIMILAR_TO	sfidare	0.85
agenda	CAUSES	ordine	0.90
agenda	IS_A	oggetto	0.95
agenda	IS_A	strumento	0.90
agenda	SIMILAR_TO	calendario	0.90
agenda	SIMILAR_TO	diario	0.95
agente	CAUSES	azione	0.95
agente	IS_A	forza	0.85
agente	IS_A	persona	0.95
agente	OPPOSITE_OF	paziente	0.85
agente	SIMILAR_TO	rappresentante	0.90
agenzia	CAUSES	servizio	0.95
agenzia	IS_A	organizzazione	0.95
agenzia	IS_A	ufficio	0.90
agenzia	SIMILAR_TO	società	0.85
agevolare	CAUSES	aiuto	0.90
agevolare	CAUSES	facilità	0.95
agevolare	IS_A	azione	0.95
agevolare	OPPOSITE_OF	complicare	0.95
agevolare	OPPOSITE_OF	ostacolare	0.95
agevolare	SIMILAR_TO	aiutare	0.90
agevolare	SIMILAR_TO	facilitare	0.95
agevole	CAUSES	comodità	0.90
agevole	IS_A	qualità	0.95
agevole	OPPOSITE_OF	difficile	0.95
agevole	OPPOSITE_OF	faticoso	0.90
agevole	OPPOSITE_OF	scomodo	0.90
agevole	SIMILAR_TO	comodo	0.90
agevole	SIMILAR_TO	facile	0.95
agganciare	CAUSES	connessione	0.90
agganciare	CAUSES	unione	0.95
agganciare	IS_A	azione	0.95
agganciare	OPPOSITE_OF	sganciare	0.95
agganciare	OPPOSITE_OF	staccare	0.90
agganciare	SIMILAR_TO	attaccare	0.90
agganciare	SIMILAR_TO	collegare	0.85
aggancio	CAUSES	unione	0.90
aggancio	IS_A	connessione	0.95
aggancio	IS_A	punto	0.85
aggancio	OPPOSITE_OF	sgancio	0.95
aggancio	SIMILAR_TO	attacco	0.90
aggancio	SIMILAR_TO	collegamento	0.95
aggeggio	CAUSES	funzione	0.80
aggeggio	IS_A	oggetto	0.95
aggeggio	IS_A	strumento	0.85
aggeggio	SIMILAR_TO	arnese	0.95
aggeggio	SIMILAR_TO	attrezzo	0.90
aggeggio	SIMILAR_TO	macchinario	0.85
aggettivo	CAUSES	descrizione	0.95
aggettivo	CAUSES	qualità	0.90
aggettivo	IS_A	parola	0.95
aggettivo	OPPOSITE_OF	sostantivo	0.85
aggettivo	SIMILAR_TO	attributo	0.95
aggiornare	CAUSES	miglioramento	0.85
aggiornare	CAUSES	novità	0.95
aggiornare	IS_A	azione	0.95
aggiornare	OPPOSITE_OF	obsoletare	0.90
aggiornare	SIMILAR_TO	modernizzare	0.90
aggiornare	SIMILAR_TO	rinnovare	0.95
aggirare	CAUSES	inganno	0.85
aggirare	CAUSES	superamento	0.90
aggirare	IS_A	azione	0.95
aggirare	OPPOSITE_OF	affrontare	0.95
aggirare	OPPOSITE_OF	urtare	0.85
aggirare	SIMILAR_TO	eludere	0.90
aggirare	SIMILAR_TO	evitare	0.95
aggiudicare	CAUSES	possesso	0.90
aggiudicare	CAUSES	vittoria	0.90
aggiudicare	IS_A	azione	0.95
aggiudicare	OPPOSITE_OF	perdere	0.90
aggiudicare	SIMILAR_TO	assegnare	0.95
aggiudicare	SIMILAR_TO	concedere	0.85
aggiungere	CAUSES	aumento	0.95
aggiungere	CAUSES	unione	0.85
aggiungere	IS_A	azione	0.95
aggiungere	OPPOSITE_OF	rimuovere	0.90
aggiungere	OPPOSITE_OF	sottrarre	0.95
aggiungere	OPPOSITE_OF	togliere	0.95
aggiungere	SIMILAR_TO	sommare	0.90
aggiungere	SIMILAR_TO	unire	0.85
aggiustare	CAUSES	funzionamento	0.95
aggiustare	CAUSES	ordine	0.90
aggiustare	IS_A	azione	0.95
aggiustare	OPPOSITE_OF	guastare	0.95
aggiustare	OPPOSITE_OF	rompere	0.95
