# NUCLEO SEMANTICO — 64 Registri di Comprensione
# Ogni registro ha 5-7 parole-ancora che lo rappresentano inequivocabilmente.
# Le connessioni formano cluster che guidano il campo verso il registro giusto.
# Formato: soggetto	RELAZIONE	oggetto	confidenza

# ═══════════════════════════════════════════════════════════════
# ☰/☰  POTERE — "C'è una volontà pura che agisce?"
# Nucleo: forza che si esprime come forza
# ═══════════════════════════════════════════════════════════════
# ═══════════════════════════════════════════════════════════════
# ☲/☵  INTUIZIONE — "La chiarezza emerge improvvisa dal flusso?"
# ═══════════════════════════════════════════════════════════════
intuizione	SIMILAR_TO	insight	0.88
intuizione	SIMILAR_TO	presentimento	0.80
intuire	IS_A	intuizione	0.95
presentire	IS_A	intuizione	0.88
improvviso	IS_A	intuizione	0.80
flash	IS_A	intuizione	0.85
istinto	IS_A	intuizione	0.80
rivelazione	IS_A	intuizione	0.85
lampo	IS_A	intuizione	0.80

# ═══════════════════════════════════════════════════════════════
# ☲/☶  IDEA — "La chiarezza si delimita in una forma?"
# ═══════════════════════════════════════════════════════════════
idea	SIMILAR_TO	concetto	0.88
idea	SIMILAR_TO	pensiero	0.90
concetto	IS_A	idea	0.90
proposta	IS_A	idea	0.85
soluzione	IS_A	idea	0.80
teoria	IS_A	idea	0.85
ipotesi	IS_A	idea	0.85
invenzione	IS_A	idea	0.85
scoperta	IS_A	idea	0.80
intuire	IS_A	idea	0.75

# ═══════════════════════════════════════════════════════════════
# ☲/☴  PENSIERO — "La chiarezza si intreccia in rete?"
# ═══════════════════════════════════════════════════════════════
pensiero	SIMILAR_TO	ragionamento	0.90
pensiero	SIMILAR_TO	riflessione	0.90
pensare	IS_A	pensiero	0.95
ragionare	IS_A	pensiero	0.90
riflettere	IS_A	pensiero	0.90
analizzare	IS_A	pensiero	0.90
considerare	IS_A	pensiero	0.90
valutare	IS_A	pensiero	0.90
mente	IS_A	pensiero	0.90
logica	IS_A	pensiero	0.90

# ═══════════════════════════════════════════════════════════════
# ☲/☲  VERITÀ — "È pura chiarezza, distinzione netta?"
# ═══════════════════════════════════════════════════════════════
verità	SIMILAR_TO	autenticità	0.90
verità	SIMILAR_TO	onestà	0.90
verità	OPPOSITE_OF	menzogna	0.95
vero	IS_A	verità	0.95
autentico	IS_A	verità	0.90
certo	IS_A	verità	0.90
reale	IS_A	verità	0.90
onesto	IS_A	verità	0.90
genuino	IS_A	verità	0.90
trasparente	IS_A	verità	0.90

# ═══════════════════════════════════════════════════════════════
# ☲/☱  ESPRESSIONE — "La chiarezza risuona, si condivide?"
# ═══════════════════════════════════════════════════════════════
espressione	SIMILAR_TO	manifestazione	0.85
espressione	SIMILAR_TO	voce	0.80
esprimere	IS_A	espressione	0.95
dire	IS_A	espressione	0.88
mostrare	IS_A	espressione	0.85
manifestare	IS_A	espressione	0.88
articolare	IS_A	espressione	0.85
comunicare	IS_A	espressione	0.80
rivelare	IS_A	espressione	0.80
creare	IS_A	espressione	0.75

# ═══════════════════════════════════════════════════════════════
# ☱/☰  DESIDERIO — "L'attrazione vuole, agisce?"
# ═══════════════════════════════════════════════════════════════
desiderio	SIMILAR_TO	voglia	0.90
desiderio	SIMILAR_TO	brama	0.85
desiderio	SIMILAR_TO	aspirazione	0.80
volere	IS_A	desiderio	0.88
desiderare	IS_A	desiderio	0.95
bramare	IS_A	desiderio	0.88
sperare	IS_A	desiderio	0.80
aspirare	IS_A	desiderio	0.85
cercare	IS_A	desiderio	0.80
mancanza	IS_A	desiderio	0.80
desiderio	OPPOSITE_OF	sazietà	0.85

# ═══════════════════════════════════════════════════════════════
# ☱/☷  AMORE — "L'attrazione è stabile, duratura?"
# ═══════════════════════════════════════════════════════════════
amore	SIMILAR_TO	affetto	0.88
amore	SIMILAR_TO	cura	0.85
amare	IS_A	amore	0.98
affetto	IS_A	amore	0.90
tenerezza	IS_A	amore	0.88
legame	IS_A	amore	0.85
cura	IS_A	amore	0.85
fedeltà	IS_A	amore	0.85
dedizione	IS_A	amore	0.80
amore	OPPOSITE_OF	odio	0.95

# ═══════════════════════════════════════════════════════════════
# ☱/☳  EMOZIONE — "L'attrazione è intensa, travolgente?"
# ═══════════════════════════════════════════════════════════════
emozione	SIMILAR_TO	sentimento	0.88
emozione	SIMILAR_TO	stato_emotivo	0.85
sentire	IS_A	emozione	0.90
provare	IS_A	emozione	0.90
triste	IS_A	emozione	0.88
felice	IS_A	emozione	0.88
paura	IS_A	emozione	0.90
gioia	IS_A	emozione	0.90
rabbia	IS_A	emozione	0.88
piangere	IS_A	emozione	0.85
ridere	IS_A	emozione	0.85
tremare	IS_A	emozione	0.80
# Connettori specifici per differenziazione sub-emozionale
timore	IS_A	paura	0.90
timore	CAUSES	tremore	0.85
timore	CAUSES	agitazione	0.80
paura	CAUSES	timore	0.90
paura	SIMILAR_TO	timore	0.90
ansia	IS_A	paura	0.90
ansia	CAUSES	tensione	0.90
paura	CAUSES	ansia	0.90
rabbia	CAUSES	conflitto	0.85
rabbia	CAUSES	urlo	0.80
gioia	CAUSES	sorriso	0.90
gioia	CAUSES	riso	0.85
malinconia	IS_A	tristezza	0.88
malinconia	CAUSES	silenzio	0.90
pianto	IS_A	tristezza	0.85

# ═══════════════════════════════════════════════════════════════
# ☱/☵  EMPATIA — "L'attrazione fluisce tra esseri?"
# ═══════════════════════════════════════════════════════════════
empatia	SIMILAR_TO	compassione	0.88
empatia	SIMILAR_TO	comprensione	0.80
sentire_con	IS_A	empatia	0.92
capire_l_altro	IS_A	empatia	0.90
compassione	IS_A	empatia	0.88
rispecchiare	IS_A	empatia	0.85
sintonizzarsi	IS_A	empatia	0.85
condividere	IS_A	empatia	0.80
ascolto	IS_A	empatia	0.85
presenza	IS_A	empatia	0.90

# ═══════════════════════════════════════════════════════════════
# ☱/☶  ACCORDO — "L'attrazione trova una forma condivisa?"
# ═══════════════════════════════════════════════════════════════
accordo	SIMILAR_TO	consenso	0.88
accordo	SIMILAR_TO	intesa	0.90
trovare	IS_A	accordo	0.75
concordare	IS_A	accordo	0.92
intendersi	IS_A	accordo	0.90
pace	IS_A	accordo	0.85
armonia	IS_A	accordo	0.85
patto	IS_A	accordo	0.88
equilibrio	IS_A	accordo	0.80
accordo	OPPOSITE_OF	conflitto	0.90

# ═══════════════════════════════════════════════════════════════
# ☱/☴  SOCIETÀ — "L'attrazione si intreccia tra molti?"
# ═══════════════════════════════════════════════════════════════
società	SIMILAR_TO	comunità	0.90
società	SIMILAR_TO	collettivo	0.85
insieme	IS_A	società	0.85
comunità	IS_A	società	0.92
gruppo	IS_A	società	0.85
noi	IS_A	società	0.90
sociale	IS_A	società	0.90
collettivo	IS_A	società	0.88
popolo	IS_A	società	0.85
relazione	IS_A	società	0.80

# ═══════════════════════════════════════════════════════════════
# ☱/☲  ETICA — "L'attrazione si fa principio?"
# ═══════════════════════════════════════════════════════════════
etica	SIMILAR_TO	morale	0.90
etica	SIMILAR_TO	valore	0.85
giusto	IS_A	etica	0.90
sbagliato	IS_A	etica	0.90
valore	IS_A	etica	0.88
principio	IS_A	etica	0.90
responsabilità	IS_A	etica	0.88
rispetto	IS_A	etica	0.85
onestà	IS_A	etica	0.88
coscienza	IS_A	etica	0.90

# ═══════════════════════════════════════════════════════════════
# ☱/☱  ARMONIA — "È pura risonanza, puro accordo?"
# ═══════════════════════════════════════════════════════════════
armonia	SIMILAR_TO	pace	0.88
armonia	SIMILAR_TO	equilibrio	0.88
armonia	SIMILAR_TO	bellezza	0.80
pace	IS_A	armonia	0.90
equilibrio	IS_A	armonia	0.90
bellezza	IS_A	armonia	0.85
grazia	IS_A	armonia	0.85
accordo	IS_A	armonia	0.88
benessere	IS_A	armonia	0.85
armonia	OPPOSITE_OF	conflitto	0.90
armonia	OPPOSITE_OF	dissonanza	0.90
